country_name,country_code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
United Kingdom,GBR,72328047042.16,76694360635.92,80601939635.25,85443766670.43,93387598813.93,100595782309.17,107090721447.06,111185383409.52,104702736248.08,112676874821.99,130671946244.3,148113896325.14,169965034965.04,192537971582.56,206131369798.97,241756637168.14,232614555256.07,263066457352.17,335883029721.96,438994070309.19,564947710899.37,540765675241.16,515048916841.37,489618008185.54,461487097632.35,489285164271.05,601452653180.89,745162608269.33,910122732123.8,926884816753.93,1093169389204.55,1142797178130.51,1179659529659.53,1061388722255.55,1140489745944.29,1335218557677.13,1408781591263.65,1552483628028.81,1638511096389.53,1665623685487.79,1647951278559.54,1621510004318.41,1768408273381.29,2038395102040.82,2398555474185.28,2520701818181.82,2692612695492.18,3074359743897.56,2890564338235.29,2382825985355.97,2441173394729.62,2619700404733.37,2662085168498.93,2739818680930.19,3022827781881.39,2885570309160.86,2650850178102.14,2622433959604.16,
Ghana,GHA,1217230038.27,1302674264.2,1382515590.07,1540797516.79,1731296118.87,2053462872.38,2126300573.18,1747187539.21,1666910166.29,1962051319.26,2215029450.38,2417107708.25,2112292944.64,2465492957.75,2894409937.89,2810106382.98,2765254237.29,3189428571.43,3662478184.99,4020227920.23,4445228215.77,4222441614.97,4035994397.76,4057275042.83,4412279843.44,4504342149.43,5727602644.71,5074829931.97,5197840979.13,5251764264.27,5889174825.49,6596546195.65,6413901601.83,5966255778.12,5444560669.46,6465137614.68,6934984709.48,6891308593.75,7480968858.13,7719354838.71,4983024408.15,5314909953.93,6166330136.29,7632406552.84,8881368538.08,10731634116.74,20409668521.55,24758819717.71,28526891010.49,25977847813.74,32174772955.97,39566292432.86,41939728978.73,63277216928.51,53601126663.91,49181854798.26,55009730600.03,58996776237.76,
Greece,GRC,4446528164.68,5016048786.23,5327573509.1,5949478034.89,6680298250.58,7600579093.12,8455611129.28,9136711287.82,9915140546.35,11266091570.57,13139862500,14591755681.82,16885506818.18,22347844649.02,25351305681.82,28525872476.09,31152840485.07,36176233117.48,44270203153.99,54481875804.97,56829663469.22,52346507380.07,54617991326.53,49428872678.02,48020024788.39,47820850974.59,56379593719.57,65652751132.36,76261278405,79169043642.47,97891090928.63,105143232379.88,116224673042.55,108809058858.5,116601802106.74,136878366230.33,145861612825.6,143157600024.96,144428172835.24,142540728958.02,130133845771.14,136191353467.56,153830947016.75,201924270316.03,240521260988.33,247783001865.44,273317737046.8,318497936901.18,354460802548.7,330000252153.38,299361576558.22,287797822093.18,245670666639.05,239862011450.1,237029579260.72,195541761243.14,192690813126.86,200288277129.04,
Guatemala,GTM,1043599900,1076699900,1143600000,1262800000,1299099900,1331399900,1390700000,1453500000,1610500000,1715399900,1904000000,1984800000,2101300000,2569200100,3161499900,3645900000,4365300200,5480500200,6070600200,6902600200,7878700000,8607500300,8716999700,9050000400,9470000100,9721652086.96,7231963515.98,7084399840,7841602824.43,8410724360.8,7650125217.35,9406097735.09,10440842165.32,11399942453.06,12983235568.23,14655404433.28,15674835615.31,17790026221.61,19395491992.99,18318412251.36,19288827158.9,18702802783.72,20776669472.98,21917706484.51,23965275999.64,27211377220.07,30231249362.21,34113107084.94,39136954237.85,37734072275.59,41338521642.03,47654783850.64,50388460920.18,53851148431.93,58722323918.16,63767597193.92,68663653469.12,75620095537.5,
Guyana,GUY,170215248.21,185848451.26,194948375.43,175756868.69,194773376.89,213235294.12,228705882.35,250176470.59,229750000,249300000,267800000,282050000,285380952.38,307047619.05,433954545.45,494791666.67,454440000,449880000,507080000,530440000,603200000,570357107.14,482000000,489333333.33,437631605.26,453488372.09,504651139.53,354591846.94,413799990,379779389.71,396582263.29,348533094.81,373573141.49,454101382.49,540874934.2,621626785.92,705406001.42,749138009.56,717530683.17,694754988.26,712667896.73,712167575.62,726131434.72,743064076.79,787814379.18,824880550.34,1458453715.33,1740180444.26,1916996251.6,2061324145.62,2273224261.16,2576024015.59,2861560060.93,2987684143.47,3077643261.39,3197222215.01,3504024213.08,3621046004.84,
Hong Kong,HKG,1320796651.69,1383681651.14,1612346412.26,1935298266.45,2206466461.26,2435078534.03,2489845016.65,2692474989.13,2716964388.42,3189740055.14,3800766535.62,4476001946.01,5710107420.14,8030117555.62,9388663645.76,10048022369.91,12876366008.81,15719433719.43,18315007365.97,22526035940.59,28861759209.02,31055409443.04,32291306281.82,29907091339.54,33511383985.67,35699543050.78,41075570591.93,50622571586.11,59707404560.59,68790369107.3,76928290841.87,88959620135.89,104272278634.73,120353947980.76,135812069768.65,144652912433.1,159717233621.66,177352785419.98,168886163221.57,165768095391.56,171668164082.56,169403241524.34,166349228737.39,161384522525.3,169099768875.19,181570082162.19,193536265094.36,211597405593.87,219279678430.16,214046415026.19,228637697575.04,248513617677.29,262629441493.48,275696879834.97,291459356985.34,309383627028.56,320881182123.86,341449340450.65,
Honduras,HND,335650000,356200000,387750000,410200000,457000000,508650000,549950000,598100000,646800000,668000050,723000000,731000000,802999950,912499950,1034500000,1124000000,1347999950,1669499950,3097242093.22,3544281976.29,3968160045.99,4043894878.58,4266503525.61,4476697184.86,4915311846.49,5278120712.55,5677828958.91,6190521241.46,5902717091.55,5432344901.78,4923009551.52,4648668470.22,4943700428.08,4926728938.87,4642280683.37,5347445007.51,5215028987.88,5737099646.39,6366340267.74,6414520531.65,7103507989.05,7565869927.74,7775078402.93,8140271080.56,8772194250.27,9672035709.4,10841742347.8,12275501784.3,13789715132.5,14587496229.18,15839344591.98,17710315006,18528601901.32,18499710127.84,19756494434.7,20979767785.21,21643936938.91,22978532896.78,
Haiti,HTI,273187200,271066000,281896800,294883400,325281200,353251800,368948600,369124200,367968800,391820400,331200000,362800000,372000000,466800000,565400000,681400000,879000000,947000000,974200000,1080600000,1383800000,1479400000,1474200000,1623600000,1816200000,2009400000,2318000000,2047200000,2613926800,2736243800,3096289800,3473540601.82,2257121668.19,1878248741.05,2167564194.73,2813313278.81,2907514522.93,3338938830.02,3723909226.87,4153736347.44,3953846310.66,3596443004.56,3472191962.42,2960306120.94,3537720277.5,4310358095.63,4756204069.62,5885325589.98,6548530572.35,6584649419.28,6622541528.57,7516834160.25,7890216507.69,8452509315.88,8776350789.6,8724656126.5,7970649131.23,8408150517.98,
India,IND,36535925031.34,38709096075.63,41599070242.31,47776000900.03,55726873083.55,58760424669.85,45253641303.19,49466168890.95,52377324284.2,57668330026.36,61589800519.51,66452561865.83,70509913049.4,84374541630.21,98198276856.62,97159222024.14,101346972433.93,119866746574.41,135468782808.69,150950826964.42,183839864649.15,190909548789.77,198037712681.61,215350771428.33,209328156800.87,229410293759.07,245664654062.87,275311425331.64,292632656262.69,292093308319.64,316697337894.51,266502281092.72,284363884079.92,275570363432.31,322909902308.13,355475984176.18,387656017799.6,410320300471.23,415730874172.06,452699998386.96,462146799336.77,478965491061.69,508068952065.96,599592902016.21,699688852930.44,808901077222.09,920316529729.61,1201111768409.39,1186952757635.85,1323940295874.9,1656617073124.21,1823049927771.46,1827637859135.7,1856722121394.53,2039127446298.55,2102390808996.69,2274229710530.47,2600818243559.65,
Ireland,IRL,1939329775.44,2088012282.36,2260349684.09,2430843768.45,2766608945.87,2945704143,3104034393.23,3343636773.37,3278584478.33,3787077343.73,4401259686.26,5104355500.19,6325627655.39,7490132548.72,7906317252.81,9495166027.87,9465078403.62,11261811100.43,14665538508,18341273855.58,21773901764.04,20694944733.17,21500472054.55,20790917686.21,20130728786.07,21295486382.94,28748960470.54,33961142322.1,37818134253.15,39285385087.62,49364681255.7,49847128533.4,55985506498.73,52480253168.97,57166037102.47,69222626262.63,75880632560.48,82826146131.81,90082034316.47,98691849563.18,99853528653.03,109133512304.25,127945379258.42,164285112866.82,193870350136.58,211650764830.25,232085535064.61,269917519846.7,275020023436.36,236311336482.36,221951354761.53,239018536581.68,225571853194.35,239389340720.49,258099014042.12,290617008367.57,304819018067.11,333730764773.18,
Iceland,ISL,248434096.97,253885656.33,284916516.16,340061650.12,434267936.91,523694949.37,628893310.4,621225962.15,474399471.62,414709311.35,518902045.45,660321818.18,827213233.63,1137337734.38,1492743371.69,1386032921.28,1644755722.68,2175791270.68,2474614621.37,2811162819.06,3331325037.52,3441249882.34,3159121960.9,2724974072.97,2822006039.06,2939845038.39,3930518365.52,5438537482.03,6016168896.17,5588533007.37,6372905073.11,6807365897.52,6976080330.66,6126456175.15,6294803496.78,7018100153.5,7330965239.1,7548912105.47,8453704212.19,8917286036,8927140438.33,8136345143.83,9207689916.29,11316441660.04,13722824251.3,16691490113.8,17048647567.68,21319946739.52,17658408759.05,12944114736.2,13310567802.94,14732689534.6,14292008745.4,15548321544.38,17304033020.54,16942247373.97,20304098101.41,23909289978.59,
Israel,ISR,2598500000,3138500000,2510000000,2992333333.33,3405333333.33,3663333333.33,3980000000,4030000000,4619000000,5329333333.33,7045666666.67,6709000000,8771500000,11321750000,16334250000,15353833333.33,15176875000,17365700000,16836235294.12,21505200000,24154568627.45,25568701754.39,27826057613.17,31079439501.78,29148462482.95,27493591483.59,34083532195.19,40946424369.75,50078767902.93,49881433990.82,58986997916.87,67530220218.51,75575902931.97,75954641355.43,86307135996.81,100343219506.53,109957321960.08,114724862033.98,115979230546.57,117189920211.61,132339311284.43,130706147870.75,121069378150.2,126864966908.94,135445033199.47,142462925574.35,153966916311.33,178706717752.73,215840354626.53,207419370241.34,233609522091.47,261628548084.18,257296579579.35,292489185194.42,308416982140.36,299093839689.55,317747542489.39,350850537827.28,
Italy,ITA,40385288344.19,44842760293.19,50383891898.99,57710743059.83,63175417019.01,67978153850.52,73654870011.28,81133120065.42,87942231678.35,97085082807.38,113021271995.04,124261125468.17,144780887782.21,174913182331.45,198906210777.02,226944777283.51,223976030937.43,256746610489.36,314019078256.9,392378584945.23,475682506443.59,429282143246.47,425863251968.5,441580962901.58,436443280912.5,450725816043,638273986102.09,803055418882.58,888667913418.63,925598068021.45,1177326294440.85,1242109397533.95,1315806985860.17,1061445225790.57,1095590833693.56,1170787352906.22,1308929351236.04,1239050932241.93,1266309245009.48,1248563179203.07,1141759996314.72,1162317852348.99,1266510634293.24,1569649661399.55,1798314750434.57,1852661982340.5,1942633797516,2203053380782.92,2390729163615.06,2185160183384.27,2125058244242.92,2276292404600.52,2072823157059.76,2130491320658.68,2151732868243.21,1832868490534.11,1859383610248.72,1934797937411.33,
Jamaica,JAM,699050678.99,748028839.42,777712445.75,826690466.19,897931401.37,972140557.19,1096738065.24,1148025407.35,1083883355.33,1191287651.51,1404776071.04,1539865513.93,1875048859.93,1905917553.19,2375096249.04,2860411285.89,2966010229.9,3249697393.03,2644449232.29,2425033998.19,2679409453.24,2979061412.37,3293533288.42,3619294120.69,2373566957.49,2100223149.71,2754566176.2,3286987551.72,3828310734.98,4404970058.84,4592224067.37,4071219198.04,3530892749.02,5405097570.69,5419134875.34,6538840169.73,7368000000,8375077442.97,8763219645.29,8851581632.65,8985352831.94,9178016493.06,9694169756.9,9399447609.18,10150978154.55,11204416000,11901911987.86,12827809965.24,13680482787,12067478477.57,13200286270.47,14413359665.43,14798716216.22,14193012191.5,13852192273.14,14145469269.46,14072135208.57,14781107821.75,
Japan,JPN,44307342950.4,53508617739.38,60723018683.73,69498131797.33,81749006381.51,90950278257.78,105628070343.11,123781880217.6,146601072685.51,172204199480.89,212609187920.83,240151807459.96,318031297492.68,432082670451.09,479625998614.78,521541905671.9,586161859001.02,721411786537.19,1013612173519.79,1055012119528.16,1105385973763.87,1218988935129.81,1134518001884.56,1243323592058.83,1318381627003.76,1398892744820.69,2078953333673.55,2532808573157.03,3071683013178.91,3054914166263.18,3132817652848.04,3584420077100.84,3908809463463.86,4454143876947.21,4907039384469.68,5449116304981.1,4833712542207.1,4414732843544.43,4032509760872.94,4562078822335.45,4887519660744.86,4303544259842.72,4115116279069.77,4445658071221.86,4815148854362.11,4755410630912.14,4530377224970.4,4515264514430.57,5037908465114.48,5231382674593.7,5700098114744.41,6157459594823.72,6203213121334.12,5155717056270.83,4850413536037.84,4394977752877.82,4949273341993.88,4872136945507.59,
Kenya,KEN,791265458.82,792959472.14,868111400.01,926589348.57,998759333.64,997919319.98,1164519673.2,1232559505.92,1353295457.53,1458379415.4,1603447357.25,1778391289.19,2107279157.38,2502142444.16,2973309272.04,3259344935.77,3474542392.03,4494378855.33,5303734882.53,6234390975.27,7265315331.62,6854491453.9,6431579357.31,5979198463.83,6191437070.44,6135034338.3,7239126716.93,7970820530.75,8355380879.13,8283114648.37,8572359162.86,8151479004.21,8209129171.74,5751789915.05,7148145375.79,9046326059.99,12045858436.24,13115773737.57,14093998843.73,12896013576.73,12705357103.01,12986007425.88,13147743910.72,14904517649.85,16095337093.84,18737897744.79,25825524820.81,31958195182.24,35895153327.85,37021512048.82,40000088346.8,41953433591.41,50412754861.02,55096728047.94,61448041564.02,64007751187.89,70875223143.04,79263075749.27,
St. Kitts and Nevis,KNA,12366563.61,12483229.31,12541562.15,12833226.39,13416554.86,13593932.32,14469078.18,16742338.25,14600000,15850000,16300000,19624746.45,22944849.12,24196018.38,31514856.31,33364055.3,30095602.29,44496737.78,49433941.48,58840662.59,68459214.07,80890204.81,86021798.52,86875571.48,98603924.81,111008962.22,130684579.63,147748773.33,172692174.44,192517321.85,217258907.78,220539507.41,242135418.15,263754660.37,295157658.15,313483384.81,333946095.56,374640295.11,383257144.92,406597034.44,433520494.94,475443712.23,497328946.72,486344351.02,529250459.26,577730934.07,657227386.67,723938700.37,793368441.01,767066391.82,766785071.24,818728133,800392821.22,849496203.91,916857359.53,936314411.47,958973183.22,992007403.13,
Korea,KOR,3957873925.94,2417237753.94,2813933899.75,3988246108.64,3458518493.92,3120307807.81,3928171298,4854576371.43,6117260075.91,7675805108.27,8999227202.47,9889961111.91,10842220468.83,13841885920.87,19482038222.86,21704752066.12,29779338842.98,38265082644.63,51700619834.71,66567975206.61,64980820835.32,72425590649.46,77773431088.25,87024427972.93,96597434179.51,100273097170.18,115537126325.94,146133338196.14,196964195387.37,243526047716.92,279349355713.8,325734233312.88,350051111253.44,386302839273.92,455602962225.4,556130926912.75,598099073901.42,557503074772.15,374241351752.48,485248229336.65,561633125839.99,533052076313.53,609020054512.47,680520724062.4,764880644710.65,898137194716.19,1011797457138.5,1122679154632.41,1002219052967.54,901934953364.71,1094499338702.72,1202463682633.85,1222807284485.31,1305604981271.91,1411333926201.24,1382764027113.82,1414804158515.26,1530750923148.7,
Sri Lanka,LKA,1409873949.58,1444327731.09,1434156378.6,1240672268.91,1309747899.16,1698319327.73,1751470588.24,1859465020.58,1801344537.82,1965546218.49,2296470588.24,2369308600.34,2553936348.41,2875625000,3574586466.17,3791298145.51,3591319857.31,4104509582.86,2733183856.5,3364611432.24,4024621899.58,4415844155.84,4768765016.82,5167913302.17,6043474842.77,5978460972.02,6405210563.88,6682167119.57,6978371581.26,6987267683.77,8032551173.24,9000362581.58,9703011635.87,10338679635.76,11717604208.82,13029697560.98,13897738375.25,15091913883.71,15794972847.17,15656327859.57,16330814179.98,15749753804.83,16536535647.08,18881765437.22,20662525941.3,24405791044.78,28279814924.59,32350248410.82,40713812309.73,42066217871.53,56725749222.04,65292753005.75,68434409314.84,74317806538.38,79356449840.89,80604080688.8,81787420023.36,87357205923.12,
Lesotho,LSO,34579308.41,35699286.01,41859162.82,47039059.22,51938961.22,54878902.42,56698866.02,59260814.78,61444771.1,65966680.67,68738625.23,76482102.91,80915831.92,121181556.2,150846210.45,149560513.86,147654093.84,193307267.71,266559337.63,290142517.81,431561376.48,434188034.19,348746822.62,386699308.86,333158476.24,268626912.55,318862888.4,402774852.65,470389179.68,495404888.09,596415104.55,704329192.77,831033941.09,835592802.28,878250450.6,1001889856.91,946123275.88,997996028.65,928458205.96,912771290.61,887295267.88,825706961.24,775780697.68,1157832934.55,1511236655.52,1682350934.85,1800105589.6,1716262756.87,1758534997.52,1773199526.39,2361613522.46,2787951879.23,2678475775.15,2526009059.19,2614566294.19,2510312804.77,2323419619.18,2578265358.3,
Luxembourg,LUX,703925705.94,704145671.35,741509480.8,791140595.77,903158753.94,921600736.3,968440149.47,974721762.54,1066447130.82,1234878980.5,1509155062.53,1572310771.77,1968733021.72,2701874663.63,3295861019.06,3233431611.28,3544268025.08,3922895891.95,4884869091.84,5711457760.04,6232005655.95,5231808670.14,4764549532.05,4683697830.37,4594891580.56,4738559684.76,6921264132.2,8614215559.16,9750161053.21,10391504709.25,13229247947.85,14321878795.04,16065740777.92,16486900186.57,18325791415.48,21588170498.08,21776609771.99,19731912494.36,20209122027.12,22235929043.26,21263514833.24,21272418791.95,23616328816.11,29557325056.43,34685281847.53,37347394602.66,42414308116.92,50888134410.07,55849686538.74,51370543206.45,53212476812.3,60004630234.41,56677961787.07,61739352212.3,66327344188.89,57784495265.44,58631324559.45,62404461274.66,
Morocco,MAR,2037150716.33,2025689536.61,2379606422.29,2657247327.34,2798339768.8,2948325264.3,2876395613.08,3046339294.54,3271415868,3651615453.02,3956328426.04,4356633663.37,5074117544.77,6242177798.34,7675408485.51,8984824182.6,9584323309.12,11049896742.39,13236854105.17,15912133569.29,21728770055.38,17788171722.44,17692341358.13,16251460689.33,14824728528.46,14991283215.74,19462175321.82,21765261041.73,25705296183.5,26314220188.03,30180108561.93,32285388165.3,33711069430.78,31655473663.83,35604137422.58,39030285468.38,43161452678.44,39147844526.08,41806219378.62,41632027599.85,38857251336.34,39459581217.38,42236836820.62,52064058833.97,59626020162.38,62343022650.87,68640825480.92,79041294874.46,92507257783.57,92897320375.82,93216746661.6,101370474295.11,98266306615.36,106825649872.11,110081248587.37,101179808076.36,103345296966.61,109708728848.54,
Madagascar,MDG,673081724.08,699161943.86,739286906.85,759345862.97,802482182.92,833563472.16,900264583.69,956436931.14,1031669636.36,1056391054.54,1111859569.77,1199507629.99,1341590681.59,1653062347.36,1917508190.05,2283049233.29,2181844193.93,2358930406.43,2669755115.51,3463565881.42,4042139901.37,3594868208.42,3526198070.1,3511573991.9,2939485471.5,2857889712.48,3258288890.59,2565634382.29,2442507588.38,2498059014.77,3081479800.29,2653141958.53,3024459564.32,3370842210.91,2977040722.47,3159901231.97,3995028592.79,3545776697.12,3738704467.52,3717515282.53,3877673539.09,4529575347.57,4397254607.61,5474030080.24,4363934494.37,5039293030.82,5515884348.55,7342923489.1,9413002920.97,8550363974.79,8729936135.74,9892702357.57,9919780071.29,10601690871.76,10673516672.67,9744243531.2,10001193315.2,11499803806.57,
Mexico,MEX,13040000000,14160000000,15200000000,16960000000,20080000000,21840000000,24320000000,26560000000,29360000000,32480000000,35520000000,39200000000,45200000000,55280000000,72000000000,88000000000,89025974025.97,81814159292.04,102500000000,134561403508.77,205139086956.52,263959336734.69,184609157801.42,156159198584.51,184261495828.37,195219789801.48,134550096436.74,147540738281.82,181611549975.8,221400669713.59,261253582805.95,313142768436.92,363157598226.11,500736065605.34,527813238126.28,360073909243.86,410975595310.16,500413483109.18,526502129378.28,600232874042.93,707906744574.64,756706300589.79,772106378935.38,729336319677.45,782240601984.76,877476221382.1,975387131716.09,1052696282278.87,1109989063586.62,900045350649.35,1057801295584.05,1180489601957.61,1201089987015.45,1274443084716.57,1314563967425.24,1170564619927.69,1077779580638.77,1150887823404.18,
Mauritania,MRT,92609222.69,107726181.22,111148585.59,113797356.81,151897168.11,172767213.29,180340653.82,191221777.8,210695183.76,199643444.57,209348253.61,227051054.99,265009395.15,333731874.38,414772351.88,475916514.75,524407931.94,540635389.59,544424605.05,644070364.89,709041452.22,747994681.88,750214410.72,788371855.94,726937320.85,683193885,802890746.89,909820553.4,957377507.48,981529400.53,1019600770.6,1443688869.96,1464392416.15,1249944999.42,1315932644.95,1415296704.12,1442598431.01,1401946853.21,1375115534.07,1405662878.85,1293654175.21,1295539448.36,1324426606.62,1563074859.52,1833444740.38,2184445123.18,3040716679.08,3356757064.46,4031048268.43,3662282133.19,4337791006.84,5166341003.06,5231255478.39,5724227185.18,5391475277.24,4844223106.95,4739298730.42,5024708655.99,
Malawi,MWI,162956740.87,174576508.47,183116337.67,190816183.68,194736105.28,229455410.89,260394792.1,269814968.24,245169806.79,265810632.43,290531621.26,365386929.84,406062874.25,444281703.89,548621017.59,613220652.93,670317634.17,806290840.62,949034016.83,1058269065.98,1237655461.15,1237685691.95,1180104216.01,1223186840.31,1208008985.43,1131347798.27,1183654827.79,1183094127.77,1379924257.21,1590215582.53,1880771556.3,2203545856.67,1799517081.56,2070636935.59,1181802596.03,1397457932.31,2281034131.36,2663234933.9,1750584265.29,1775921718.11,1743506531.33,1716502862.3,3495748397.63,3208837077.25,3476094498.88,3655909664.14,3998020176.67,4432937045.8,5321012192.34,6191127665.2,6959655570.89,8004000737.31,6028487928.83,5518880768.58,6047813437.32,6373212640.85,5433040159.89,6303292264.19,
Malaysia,MYS,1916241996.6,1901868548.28,2001502678.69,2510126747.68,2674441395.53,2956356984.19,3143538481.64,3188945511.56,3330393309.81,3664575983.27,3864170913.37,4244340333.52,5043268548.73,7662996766.67,9496074114.08,9298800799.47,11050125904.94,13139397879.17,16358376511.23,21213672089.2,24488033442.05,25004557093.88,26804401815.53,30346788437.51,33943505717.7,31200161095.45,27734562640.43,32181695507.22,35271880250.5,38848567631.42,44024178343.01,49142784405,59167157497.94,66894448545.12,74477975918.31,88704944178.63,100854996422.61,100005323301.87,72167753770.89,79148947368.42,93789736842.11,92783947368.42,100845263157.9,110202368421.05,124749736842.11,143534102611.5,162690965596.21,193547824063.3,230813597937.53,202257586267.56,255016609232.87,297951960784.31,314443149443.15,323277158906.98,338061963396.38,296636282166.18,296752886724.68,314710259510.74,
North America,NAC,584477920198.99,604157219440.4,647173002027.41,683353535761.53,734790505460.86,797723909391.13,875492805408.94,926623934246.8,1013409031841.72,1097952410241.71,1163966395224.42,1267253061477.52,1395767220992.02,1560140359214.08,1709546297648.26,1863102029787.65,2084548864401.62,2298010156934.65,2575679667449.81,2875732302185.42,3136972126345.01,3517909963656.99,3659283025119.14,3979574111781.89,4397051258071.62,4712529999482.75,4968766427343.98,5302830242049.45,5761398451214.26,6224250243275.25,6575110950908.47,6786006083611.19,7133366589284.92,7457709121892.44,7888761439501.61,8270122373385.4,8731442777972.13,9264273191726.28,9724112027406.81,10340031087640.90,11030552667252.60,11361884260892.60,11739401906646.50,12407237511367.90,13302608706074.60,14267952115864.70,15176717496461.20,15948507238205.80,16273823136997.20,15795698382986.40,16583580836811.10,17312124677047.80,17985081294447.60,18539718715830.20,19232659728993.00,19686255793552.80,20166305457752.00,21049975179140.20,
Niger,NER,449526872.57,485785234.94,531736492.91,586294761.49,582816358.35,673383604.24,702296184.36,665586975.09,641214210.67,625867922.68,649916708.24,693573595.32,742779740.39,946385033.01,1026136974.48,1048690933.21,1064517574.56,1291457973.13,1774365275.18,2109278101.99,2508524186.43,2170893038.9,2017611927.4,1803099731.54,1461243212.43,1440581533.76,1904097020.29,2233005822.59,2280356338.23,2179567107.5,2480673194.99,2327986215.86,2344987614.27,1606581743.78,1563207224.65,1880803361.69,1987770898.54,1845599608.44,2076737356.68,2018193703.06,1798374468.36,1945327564.65,2170481508.87,2731416346.48,3052898739.47,3405134831.85,3646728060.06,4291363390.91,5379299887.7,5373097440.57,5718664504.91,6409184724.23,6942258305.19,7667952566.4,8229731383.77,7217667780.6,7528285443.61,8119710126.35,
Nigeria,NGA,4196092258.15,4467200335.99,4909302953.94,5165489010.22,5552822483.55,5874422511.55,6366792664.15,5203135937.28,5200895982.08,6634187316.25,12545849083.02,9181769911.5,12274416017.8,15162871287.13,24846641318.12,27778934624.7,36308883248.73,36035407725.32,36527862208.71,47259911894.27,64201788122.61,164475209515.19,142769363313.38,97094911790.69,73484359521.1,73745821156.3,54805852581.15,52676041930.58,49648470439.8,44003061108.34,54035795388.09,49118433047.63,47794925815.58,27752204320.2,33833042988.44,44062465800.03,51075815092.31,54457835193.94,54604050167.9,59372613485.91,69448756932.6,74030364472.44,95385819320.72,104911947833.93,136385979322.69,176134087150.54,236103982431.64,275625684968.91,337035512676.56,291880204327.63,363359886203.26,410334579160.59,459376049763.82,514966287334.44,568498937615.59,494583180777.23,404649527537.71,375745486520.66,
Nicaragua,NIC,223854666.67,240524723.43,265291588.67,292916241.14,341973758.86,566542872.36,606671444,657171436.71,695899980.43,747971449.57,776585681.07,826571413.43,880842890.07,1093571441.5,1520900045.14,1590428522.64,1847871371.71,2239857060.57,2142128603.79,1527852635.63,2189347367.53,2448290109.65,2465165179.7,2743341724.08,3105517091.41,2683816288.79,2885710608.88,3851213727.68,2630904261.83,1013184745.71,1009455483.87,1488804123.71,1792800000,1756454248.37,3863185119.05,4140470000,4308351902.79,4389965590.97,4635267224.84,4855717874.68,5107329007.09,5323146565.7,5224213017.54,5322454925.85,5795568204.65,6321335612.22,6763671610.7,7423377429.06,8496965842.28,8298695144.92,8758622328.67,9774316692.16,10532001129.67,10982972256.38,11880438824.45,12611087031.49,13184989877.57,13814261535.54,
Netherlands,NLD,12276734172.08,13493833739.99,14647057370.14,15891241386.29,18699380731.35,21000586933.2,22867203317.4,25087562181.32,27817605743.25,31503868835.19,37677621537.71,44010160463.66,54008338917.88,70924006306.16,86129928026.89,98970041042.18,107775403067.18,125395875998.92,153870462415.97,177376289135.45,192661371425.41,162039376225.38,156456858050.67,151487045479.11,142075910370.88,142009922306.26,198298498021.23,241918791122.72,258567751142.83,255039560739.89,314267667675.18,323320449905.71,358330385839.6,349037818106.31,374291430318.44,446528959648.64,445704575163.4,412199006098.94,432476116418.57,441975282335.39,412807259996.32,426573601789.71,465368906455.86,571863431151.24,650532654581.57,678533764457.16,726649102998.37,839419655078.02,936228211513.11,857932759099.75,836389937229.2,893757287201.69,828946812396.79,866680000367.26,879635084124.99,757999453314.27,777227541581.31,826200282501.13,
