country_name,country_code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Norway,NOR,5163271598.16,5632460936.55,6066976682.67,6510239502.76,7159202706.48,8058681060.16,8696460205.34,9514496703.4,10159934136.78,11063065083.49,12814123115.26,14583114840.06,17358610849.7,22534253702.87,27145693810.13,32877805200.02,35942270686.34,41508030431.11,46523091009.67,53132244623.92,64439382896.02,63596654760.87,62647195537.65,61627240831.09,62057955032.78,65416879914.39,78693253276,94230055658.63,101900260856.22,102633789557.54,119791683307.51,121872464483.49,130838040067.58,120579072750.6,127131461119.93,152027402449.8,163517783497.16,161354369892.84,154165219811.53,162286003692.69,171315639982.73,174003247439.31,195418347152.99,228752436371.85,264357494659.39,308722079937.91,345424664369.36,401082621082.62,462554432624.11,386622457579.95,429130952709.22,498831558925.86,510229136226.9,523502127659.57,499338534779.16,386663139402.71,371075238095.24,398831956477.94,
Nepal,NPL,508334413.97,531959561.62,574091101.19,496947904.44,496098775.31,735267082.29,906811943.82,841974025.46,772228643.41,788641965.43,865975308.64,882765471.6,1024098804.94,972101725,1217953546.98,1575789254.47,1452792989.11,1382400000,1604162497.46,1851250008.33,1945916583.33,2275583316.67,2395429852.43,2447174803.38,2581207387.8,2619913955.52,2850784523.38,2957255379.54,3487009748.36,3525228153.17,3627562402.66,3921476084.89,3401211581.29,3660041666.67,4066775510.2,4401104417.67,4521580381.47,4918691916.54,4856255044.39,5033642384.11,5494252207.91,6007055042.54,6050875806.66,6330473096.54,7273938314.72,8130258041.47,9043715355.89,10325618017.38,12545438605.4,12854985464.08,16002656434.47,18913574370.76,18851513891.07,19271168018.48,20002968837.95,21410840908.52,21185922407.59,24880266905.5,
New Zealand,NZL,5485854791.97,5670064168.22,6077496267.76,6638937283.14,7274144350.82,5654463586,5863733230.98,5961418093.53,5180597620.64,5761588761.69,6623527494.68,8066935949.22,9820126397.67,13024906080.42,14069222283.51,12995256381.3,13612626656.27,15470524340.87,18614130434.78,20580987679.05,23149971048.06,24167846141.04,24345229424.62,24482781282.86,21903971793.01,24950895140.67,30604668356.57,40338594862.27,45493075684.38,44170562821.8,45519034243.71,42756020706.73,41636005954.91,46712018140.59,55154160815.68,63918039319.87,70140835299.01,66074513017.71,56227696194.54,58762260625.88,52622842840.21,53872425916.62,66627729311.45,88250885550.26,103904537815.13,114718721396.89,111608845081.38,137316087308,133279679482.67,121338622025.11,146583831538.33,168461998741.3,176192886551.4,190785204763.53,200955119873.91,177620948761.31,189285950470.75,205852838254.71,
Pakistan,PAK,3707055900.88,4054599181.02,4233095590.09,4540529105.42,5130407727.85,5884712095.76,6466610751.78,7403821902.56,8090088555.23,8632927257.45,10027088849.22,10602058189.84,9309109764.08,6324884129.39,8773030424.24,11340000242.42,13338484979.8,15126059646.46,17820100626.26,19707979303.03,23689696767.68,28100605515.15,30725972786.73,28691890433.07,31151824658.65,31144920554.09,31899071053.94,33351528115.35,38472741737.4,40171019643.35,40010424928.72,45451960731.72,48635176852.77,51478304859.59,51894781281.89,60636022422.62,63320122807.12,62433300338.09,62191955814.35,62973855718.89,73952374969.8,72309738921.33,72306820396.23,83244801092.71,97977766197.67,109502102510.88,137264061106.04,152385716311.92,170077814106.31,168152775283.03,177406854514.89,213587413184,224383620829.57,231218567178.98,244360888750.81,270556126820.06,278654637737.69,304951818494.07,
Panama,PAN,537147100,599026300,652120900,722784500,776137500,852485300,928833000,1034376400,1112791100,1221305700,1351006400,1523917200,1673411700,1913793400,2188307600,2435304100,2588106000,2738261900,3244558600,3704551600,4614086400,5222421500,5769767900,5923755900,6183387100,6541517100,6797834200,6827665300,5902783400,5918469800,6433967000,7074675500,8042337700,8782585400,9365289800,9573813700,9870494000,10677286100,11575486400,12130252200,12304115000,12502013400,12994310400,13693981200,15013381700,16374393900,18141666300,21295984200,25155888600,27116635600,29440287600,34686224300,40429734400,45599994000,49921464365.32,54091713775.56,57957594212.22,62283756584.43,
Peru,PER,2571908062.08,2899654840.37,3286773187.88,3600957771.15,4356913870.24,5166861068.42,6113607728.16,6204253758.58,5736083835.22,6420909789.64,7432223176.77,8289582883.5,9189413409.01,10994381894.8,13858441211.22,16877163792.13,15947709379.65,14620386673.85,12495779622.07,15962459447.22,18134029179.64,21649137620.31,21793496819.34,17345624453.69,17599660054.29,16548827018.29,15244232957.88,20702298396.97,15439408447.23,22499559086.03,26410386669.36,34672122380.77,36139225287.91,35158109999.5,44882079766.89,53312793687.38,55252414130.3,58147522522.52,55501467877.38,50187324567.88,51744749133.21,52030158775.41,54777553515.08,58731030121.87,66768703497.57,76060606060.61,88643193061.75,102170981144.14,120550599815.44,120822986521.48,147528937028.78,171761737046.59,192648999090.08,201217661645.51,201080662205,189926516769.25,191639655121.33,211389272242.16,
Philippines,PHL,6684568805.07,7256966966.23,4399827767.97,4875309866.34,5271404668.37,5784398976.98,6371459304.41,6809134235.54,7591603053.44,8408229699.14,6687204834.37,7408305735.65,8017468688.2,10082885603.07,13781139969.65,14893969287.66,17097563270.3,19648106122.01,22706155475.3,27502168726.96,32450541843.07,35646416952.54,37140163934.43,33212180658.17,31408492876.69,30734335448.99,29868339080.83,33195933429.6,37885440418.68,42575183905.56,44311593755.78,45417561302.25,52976344928.96,54368083953.11,64084460124.46,74119987244.5,82848140618.03,82344260570.67,72207028767.76,82995145792.93,81026300310.01,76262072467.38,81357605641.85,83908206647.93,91371242495.08,103071582125.97,122210716311.05,149359918060,174195136253.39,168334601260.08,199590775190.26,224143083706.78,250092092998.14,271836123723.68,284584522898.87,292774099013.69,304889079564.14,313595208736.66,
Papua New Guinea,PNG,230496032.98,244832035.03,261184037.37,275968039.49,305312043.69,344159480.34,390973233.28,441706910.07,485160824.28,551237316.61,645537126.22,717716130.49,858802035.93,1299105240.73,1467346060,1356591176.86,1511856584.26,1640763204.45,1947947524.33,2293621944.37,2545983007.9,2498068350.67,2368584969.53,2562492524.82,2552526263.08,2423373088.07,2648033765.7,3143848331.31,3655979702.46,3546460176.99,3219730365,3787394957.98,4377980510.06,4974550286.18,5502786069.65,4636057476.43,5155311077.39,4936615298.79,3789443014.62,3477038204.02,3521339699.07,3081024212.43,2999511040.2,3536411824.3,3927157866.96,4865892972.28,8306343442.27,9545071324.99,11670678863.75,11619541940.4,14250726289.85,17984816533.11,21295834133.23,21261305413.23,23060047127.65,20638636035.26,19028120012.77,20536314601.1,
Puerto Rico,PRI,1691900000,1865100000,2094400000,2333600000,2570500000,2881500000,3170500000,3532700000,3941700000,4460700000,5034700000,5646800000,6328900000,7002400000,7684800000,8198300000,8968600000,9910900000,11165000000,12750000000,14436100000,15955700000,16764200000,17276600000,19162600000,20289200000,22009300000,24025800000,26385800000,28161200000,30603919000,32287031000,34630430000,36922456000,39690630000,42647331000,45340835000,48187039000,54086400000,57841000000,61701800000,69208400000,71623500000,74827400000,80322313000,83914521340.54,87276164364.64,89524131617.19,93639300000,96385600000,98381300000,100351700000,101564800000,102450000000,102445800000,103375500000,103960800000,,
Portugal,PRT,3193200404.37,3417516639.38,3668222357.66,3905734459.73,4235608177.67,4687464054.83,5135387845.97,5740241165.63,6354262628.34,6969025825.63,8109032775.45,9202512367.49,11240223128.24,15092052330.34,17514112075.77,19349512941.18,20334835543.77,21441635411.21,23489924726.28,26625439344.26,32899759311.17,31980423452.77,30530759334.01,27242331885.63,25220451794.03,27118476173.67,38749715721.75,48187667852.57,56352797353.76,60600056659.03,78721607509.49,89242382961.01,107602689040.69,95019103603.04,99698453260.87,118133634071.91,122629812841.18,117046198970.84,123981736420.3,127465545493.29,118358489957.62,121545880984.34,134228697534.35,164964195259.59,189187437298.24,197304513120.26,208566948939.91,240169336162.06,262007590449.69,243745748819.12,238303443425.21,244895101712.45,216368178659.45,226073492966.5,229629822121.6,199420256049.69,205184480409.02,217571083045.99,
Rwanda,RWA,119000024,122000016,125000008,128000000,129999994,148799980,124525702.86,159560018,172200018,188700037,219900006,222952578.2,246457838.34,290746157.15,308458423.18,571863295.74,637754162.1,746650558.55,905709147.27,1109346220.53,1254765349.93,1407062607.63,1407242640.23,1479688125.89,1587412957.22,1715625839.18,1944711061.31,2157434025.16,2395493877.51,2405021932.9,2550185618.15,1911600969.77,2029026704.03,1971525998.88,753636370.45,1293535010.94,1382334879.41,1851558301.7,1989343495.22,1817654508.16,1734938652.21,1674685248.2,1677552332.4,1846198770.59,2088961968.94,2581313485.69,3152324689.24,3824788145.28,4860093843.14,5378925894.62,5773084568.15,6563320570.41,7334917696.72,7621923307.7,8016591927.66,8277613193.58,8475681532.52,9135454442.14,
South Asia,SAS,46639476636.95,49749767835.24,53087876774.37,59696720682.97,68359077848.62,73465312628.37,61775320474.36,68010731842.14,71386197453.41,78373437666.93,84912161096.63,90242646148.49,90631074658.7,103624271364.4,125531855525.45,134715474093.26,131459731132.41,151994465547.99,172967893876.62,193748993994.96,233605027769.15,247656816198.99,256216859836.07,271148226681.4,269954987998.61,293526233537.01,310837736205.28,345105101937.34,370870040671.92,374312865241.29,402945014641.96,358520352196.44,380675554305.86,377077220040.86,427599085122.82,475089669292.96,519779082184.87,545216584137.41,552856264099.88,592264236202.29,616124993112.05,632235853220.59,663176526356.52,774398576801.5,897867918024.54,1028573541116.05,1176167422310.11,1488597594160.48,1515560305235.05,1665541206115.67,2042061634081.08,2271880459393.29,2297280332400.63,2357174528818.47,2581874264471.9,2696116882251.6,2902952967919.78,3294668928203.49,
Sudan,SDN,1307333333.33,1419333333.33,1541666666.67,1568333333.33,1611333333.33,1679333333.33,1723000000,1865666666.67,1947333333.33,2144333333.33,2437666666.67,2656000000,2882000000,3571666666.67,4595000000,5598000000,6979333333.33,8704000000,7670500000,9032250000,7459833333.33,10016500000,9240000000,8230153846.15,9701357142.86,12403733333.33,15769062500,20155555555.56,15399166666.67,15291507936.51,12408647540.98,11379222222.22,7034219712.53,8881785938.48,12794192334.25,13829744878.64,9018243044.45,11681494637.3,11250327988.05,10682045258.36,12257418326.07,13182979783.53,14803189092.7,17646503525.17,21457470202.78,26524538565.74,35822408611.56,45898948564.06,54526580231.56,53150209167.93,65634109236.77,67327289319.73,68125631150.29,72065940085.77,82151588418.83,97156119150,95584380032.21,117487857142.86,
Senegal,SEN,1003692374.56,1058975265.59,1085475573.49,1122139637.26,1188930567.71,1210058396.06,1246908373.74,1246480958.51,1309384830.19,1245234806.9,1297407828.61,1339548823.67,1620857277.19,1863398448.33,2099324949.85,2830388404.88,2869777812.41,2938046307.23,3280354339.39,4084878667.86,4435050396.67,4021697233.39,3936758681.58,3512053232.04,3425127373.37,3750056424.49,5304238012.68,6381385759.78,6311054901.49,6219793532.56,7237100724.34,7111252865.85,7602005274.44,7189226453.28,4908415368.78,6176312552.14,6413189839.2,5915250258.28,6368265193.7,6512207622.2,5924239700.82,6174898370.14,6752510282.96,8683229268.12,10167441854.47,11022821631.87,11847848224.89,14285970085.14,16949789464.53,16248212852.22,16215069255.59,17878780184.89,17825417949.41,18960182371.47,19770919167.1,17767620058.86,18973894458.8,21070225734.79,
Singapore,SGP,704462302.37,764308114.46,825885273.75,917222004.44,893734483.21,974193126.88,1095910100.61,1237423232.72,1425029400.24,1659055272.44,1919508689.4,2262544100.35,2719900350.74,3693760000,5216773825.99,5633386679.8,6326445409.69,6617532782.9,7515823563.17,9294635004.4,11893405683.8,14171819540.44,16078856439.63,17775280373.83,19735920492.19,19138296376.17,18569292304.9,20897630201.16,25337226970.56,30423573842.18,36152027893.14,45474442836.47,52156414978.51,60644572348.06,73777792326.83,87890009877.24,96403758865.25,100163995150.86,85707636233.27,86283126843.66,95833932714.62,89286208628.68,91941192896.24,97001377568.59,114188557567.15,127417688055.76,147797218201.27,179981288567.45,192225881687.75,192408387762.12,236421782178.22,275966926379.39,290673681683.6,304454327499.4,311539499644.86,304097759674.13,309763879840.75,323907234412.34,
Sierra Leone,SLE,322009471.57,327834680.56,342721579.82,348546952.13,371848114.75,359379856.25,375479849.81,348795303,329860091.94,408690163.48,434410373.76,419549425.08,465381089.98,575230234.39,648590642.94,679335901.12,594895672.33,691777758.4,960728338.94,1109374722.08,1100685844.92,1114830471.92,1295361885.92,995104305.35,1087471861.99,856890498.63,490181456.62,701307602.28,1055083945.38,932974411.92,649644826.8,779981458.92,679997997.6,768812334.8,911915970.68,870758739.41,941742152.71,850218033.62,672375927.35,669384768.87,635874002.2,1090467712.31,1253340519.53,1385810072.19,1448536630.88,1650494367,1885112201.85,2158496872.86,2505458705.03,2453899846.88,2578026297.16,2942546781.05,3801862611.36,4920343194.99,5015157815.73,4218723875.14,3556036534.57,3775047333.92,
Suriname,SUR,99650000,107700000,116150000,125950000,134400000,154150000,190350000,220700000,241350000,259650000,274900000,301000000,311950000,339450000,409850000,465500000,505500000,641500000,735500000,782500000,795000000,889000000,915000000,883500000,864000000,873000000,891000000,980000000,1161000000,542600000,388400000,448100000,404600000,428764705.88,605492537.31,691590497.74,861411471.32,926422500,1110850000,886290697.67,947671969.7,834279357.8,1093574468.09,1274190311.42,1484092538.41,1793388732.29,2626493056.82,2936440801.46,3532961748.63,3875555555.56,4368398047.64,4422646203.75,4958566169.81,5149556633.81,5235212205.61,4767414747.89,3152173913.04,2995827900.91,
Sweden,SWE,14842870293.42,16147160122.79,17511477311.45,18954132365.51,21137242560.85,23260320646.27,25302033132.33,27463409201.88,29143383490.59,31649203885.89,37555366021.03,40980345656.37,48263914958.84,58567384058.8,65082581294.77,81716751697.9,88102107647.1,93136775102.64,102969762221.98,121646718574.33,140088635568.38,127858412114.39,112767844570.72,103533702638.55,107661673734.86,112514448261.84,148376104539.84,180429286795.79,204068257817.6,214875344909.96,258154283908.9,270362531376.6,280312318915.49,209950792712.7,226079963711.77,264051981551.32,288103936773.04,264477727278.68,266800462898.9,270847937645.24,259802012617.06,239917320966.98,263926220332.54,331108912605.27,381705425301.75,389042298376.85,420032121655.69,487816328342.31,513965650650.12,429657033107.74,488377689564.92,563109663291.18,543880647757.4,578742001487.57,573817719109.4,497918109302.4,514459972806.17,538040458217,
Eswatini,SWZ,35076158.48,43025199.5,45927061.46,54128377.43,64979280.41,70278594.43,76858462.83,74758504.83,79798404.03,105417891.64,112137757.24,136465324.38,146741251.46,221902017.29,264311994.11,288302907.37,272539098.44,304047838.09,340616375.34,412093133.76,542000513.61,571542674.58,537575980.84,555336145.77,494475699.86,361014890.46,449146608.32,584135559.92,692016714.32,696915430.66,1114703088.16,1156141998.33,1284766234.22,1357206995.75,1419293455,1698982437.76,1602760100.48,1716699913.19,1576904292.46,1547884442.26,1738100853.05,1542477308.89,1432228125.27,2197612701.1,2770082791.5,3178126491.91,3291353835.93,3469363996.37,3294093485.21,3580417066.92,4438778424.3,4820499924.25,4823831656.52,4560713073.92,4377293816.29,4020275298.03,3817430000,4433664364.25,
Seychelles,SYC,12012025.25,11592024.36,12642026.57,13923029.26,15393032.35,15603032.8,16443034.56,16632032.81,16074027.35,16452027.99,18432031.36,21965951.72,30645121.01,36896278.22,43134498.69,47803145.96,49278979.55,64526398.66,85552369.91,127261099.24,147357222.78,154902869.02,147912069.77,146712850.51,151313241.98,168887539.13,207850623.64,249267039.78,283828769.03,304832867.39,368584758.94,374359556.08,433667193.81,473916819.45,486451204.56,508221508.22,503068472.2,562958836.52,608369282.23,622985493.68,614879764.78,622262057.19,697518248.18,705704816.04,839319927.27,919103254.55,1016418229.25,1033561654.06,967199593.96,847397850.09,969936525.3,1065826669.9,1060222480.21,1328158359.63,1343010475.37,1377492465.56,1427525456.58,1497959568.97,
Chad,TCD,313582727.64,333975336.63,357635713.88,371767002.66,392247517.6,416926302.96,432794922.46,449826323,453980096.65,471635620.92,469266736.61,501866730.72,585427545.72,647199482.83,652532796.07,864602103.3,866044961.05,935360466.35,1113920122.61,1004316495.11,1033002401.83,876937559.73,834369860.43,832415805.96,919103735.32,1033069710,1067828247.24,1163426850.65,1482597298.89,1433686309.84,1738605558.05,1877138041.64,1881847676.81,1463251055.4,1179837954.72,1445919969.89,1607345450.05,1544689502.82,1744794457.28,1534673583.25,1385058161.77,1709347793.33,1987622279.11,2736666515.83,4414929220,6646663561.27,7422102655.99,8638711442.77,10351932604.42,9253484108.5,10657705536.5,12156380425.08,12368071038.74,12949854262.81,13922223233.52,10945989471.63,10090922857.39,9871247731.9,
Togo,TGO,121128073.11,126396469.71,132237441.63,143255784.51,166104067.63,187300336.37,216136263.91,231706475.46,241956910.66,267732446.38,253976626.17,286537524.99,335677636.89,406479906.16,560437742.59,617321669.39,619375134.18,777435020.48,824263841.54,891775906.63,1136408814.2,962347000.99,821651918.72,765746590.62,718148959.61,762359722.7,1060911735.26,1249099130.02,1378847487.41,1352949662.75,1628427515.42,1602299862.92,1692959110.18,1233496846.33,982624324.51,1309382885.33,1465448290.34,1498950899.09,1587345950.97,1576094566.49,1488185772.48,1481141849.98,1698678686.38,2111093197.99,2255942249.33,2280575830.08,2349495620.59,2659095101.1,3310277926.59,3365711796.38,3426022205.76,3867391618.09,3873529926.23,4320427495.75,4568900619.92,4179185205.16,4457732624.95,4757776485.13,
Thailand,THA,2760747471.89,3034043574.06,3308912796.93,3540403456.55,3889129942.31,4388937649.04,5279230817.31,5638461442.31,6081009427.88,6695336567.31,7086538437.5,7375000024.04,8177884552.88,10838587357.75,13703000530.06,14882747955.03,16985211146.02,19779315170.02,24006570178.16,27371699082.71,32353440726.89,34846107862.37,36589797857.4,40042826244.23,41797592963.44,38900692712.15,43096746122.46,50535438696.41,61667199834.74,72250877410.32,85343063965.92,98234695722.03,111452869378.47,128889832382.82,146683499005.96,169278552851.27,183035154107.49,150180268649.39,113675706127.27,126668932159.51,126392308497.75,120296746256.63,134300851255,152280653543.73,172895476152.59,189318499954,221758486880.31,262942650543.77,291383081231.82,281710095724.76,341105009515.33,370818747396.83,397558094269.88,420333333333.33,407339361695.58,401399422442.97,411755164832.67,455302682985.76,
Latin America & the Caribbean (IDA & IBRD countries),TLA,76702247596.24,81094088269.08,92821621888.36,93431233348.64,104146937182.34,110869069912.04,121580570077.57,124463696401.73,133892597729.57,149863638048.76,163011118732.92,181592974608.64,203688289073.46,268836495808.63,352617502554.03,368000210652.58,409681577106.28,451146620256.69,510551092092.74,610771531070.36,740165399842.61,857184544983.62,795289506274.75,694249434301.12,697276323784.73,719283873922.46,721575195432.66,761080004451.49,860105592617.98,942460356533.04,1109227874665.3,1382296618111.83,1302849485928.03,1504980353258.94,1719705463159.46,1833464052368.17,1992895521063.68,2186084304078.86,2199437387465.3,1968085182442.94,2174345039489.08,2116169026092.94,1882072103086.82,1919646150147.23,2223081566817.56,2706520157544.43,3182618894707.57,3769085927342.24,4402417334459.54,4123961494576.23,5152710424889.5,5878042083003.65,5934947300672.19,6081520513732.55,6199464268957.2,5289638340934.71,5148501416959.25,5722759834219.96,
Sub-Saharan Africa (IDA & IBRD countries),TSS,29705433863.89,30873961811.16,33457810524.21,38357766238.02,37419927388.85,41682000257.93,44986135217.98,44441962982.66,47531330942.14,54446553612.57,64065209243.5,65174292627.71,73471770397.63,93957114982.08,123080073812.32,135433153083.87,147045879491.69,162021000529.71,179086422052.82,215660153168.09,270837962511.2,382213171606.63,351983919684.23,303965743957.87,275777121897.2,262044566323.43,273954122318.2,311907882535.05,324834217464.08,330084517363.31,335818013649.39,341520256170.1,336893122998.8,314253660467.96,309611212821.74,355028185180.41,366544794811.74,381048271297.75,364723052378.82,367872124086.85,392087586531.51,373785416992.4,407824372176.92,511579708028.76,638306998774.53,760233816351.43,906016062005.97,1051369321121.57,1205113311453.3,1146185673576.2,1366254396942.11,1550965860009.12,1633377912701,1739842927885.69,1826903049776.29,1665066294226.42,1543178532381.65,1669767509030.35,
Trinidad and Tobago,TTO,535670127.75,584961208.66,619319197.34,678235373.04,711893367.56,736568861.93,723735635.54,761981474.02,758899950,779200000,821850000,896754316.67,1083381044.08,1308799458.96,2042031901.42,2442667573.05,2500410583.79,3138666666.67,3562333458.33,4602416625,6235833333.33,6992083333.33,8140416666.67,7763750000,7757083333.33,7375918367.35,4794444444.44,4797777777.78,4496852073.47,4323058823.53,5068000000,5307905882.35,5439552941.18,4669488516.38,4947205860.01,5329214163.22,5759537726.27,5737751331.64,6043694330.22,6808982520.76,8154338232.96,8824873259.32,9008273720.93,11305459802.07,13280275123.04,15982282462.38,18369361094.39,21641620049.94,27871587349.54,19172165225.5,22157253321.2,25366520906.93,25601811993.97,26578524198.31,27200280855.05,24401734194.68,22295585700.37,22079017626.67,
Turkey,TUR,13995067817.51,8022222222.22,8922222222.22,10355555555.56,11177777777.78,11944444444.44,14122222222.22,15666666666.67,17500000000,19466666666.67,17086956521.74,16256619963.8,20431095406.36,25724381625.44,35599913836.43,44633707242.76,51280134554.29,58676813687.37,65147022485.79,89394085658.2,68789289565.74,71040020140.44,64546332580.76,61678280115.5,59989909457.84,67234948264.6,75728009962.79,87172789528.33,90852814004.99,107143348667.09,150676291094.21,150027833333.33,158459130434.78,180169736363.64,130690172297.3,169485941048.04,181475555282.56,189834649111.26,275769083237.44,255883476599.81,272979846449.14,200252121409.92,238428211252.65,311822906256.25,404786390740.09,501416344150.05,552487224361.22,675770204927.47,764335766423.36,644640000000,771901783337.77,832523582089.55,873982182628.06,950579367580.63,934185972127.03,859796691176.47,863721731068.51,851549299635.43,
Uganda,UGA,423008385.74,441524109.01,449012578.62,516147798.74,589056603.77,884873949.58,925770308.12,967647058.82,1037815126.05,1169047619.05,1260084033.61,1417787114.85,1491596638.66,1702521008.4,2100142653.35,2359555555.56,2447300000,2936470588.24,2420260869.57,2139025000,1244610000,1337300000,2177500000,2240333333.33,3615647477.05,3519666338.52,3923232122.13,6269511614.66,6508931651.67,5276480986,4304398865.88,3321729057.12,2857457860.05,3220439044.19,3990430446.71,5755818947.42,6044585326.94,6269333313.17,6584815846.53,5998563257.95,6193246837.1,5840503868.57,6178563590.89,6336696288.98,7940362799.18,9013834373.41,9942597779.99,12292813603.23,14239026629.64,18168902153.88,20186496527.13,20176025256.92,23114293416.39,24599550623.73,27291879819.36,27102650386.6,24133664284.5,25995031850.17,
Uruguay,URY,1242289239.2,1547388781.43,1710004407.23,1539681490.78,1975701816.47,1890769326.14,1809183974.53,1597721080.01,1593675330.16,2004435483.87,2137096774.19,2807258064.52,2189418001.38,3964295672.52,4090209681.97,3538283322.08,3667161241.48,4114667062.65,4910257282.93,7181185277.99,10163020115.73,11048335541.49,9178802162.66,5102281256,4850241442.18,4732017873.38,5880112788.41,7367494080.4,8213515458.51,8438951476.07,9298839655.23,11205971155.28,12878199880.98,15002106518.48,17474647792.38,19297663096.55,20515543039.21,23969823010.44,25385928198.32,23983945190.62,22823255801.84,20898788416.63,13606494599.43,12045631092.54,13686329890.12,17362857683.85,19579457966.05,23410572634.31,30366213119.29,31660911277.03,40284481651.9,47962439303.72,51264390116.49,57531233350.91,57236013086.12,53274304222.14,52687612261.54,56156972157.7,
United States,USA,543300000000,563300000000,605100000000,638600000000,685800000000,743700000000,815000000000,861700000000,942500000000,1019900000000,1075884000000,1167770000000,1282449000000,1428549000000,1548825000000,1688923000000,1877587000000,2085951000000,2356571000000,2632143000000,2862505000000,3210956000000,3344991000000,3638137000000,4040693000000,4346734000000,4590155000000,4870217000000,5252629000000,5657693000000,5979589000000,6174043000000,6539299000000,6878718000000,7308755000000,7664060000000,8100201000000,8608515000000,9089168000000,9660624000000,10284779000000.00,10621824000000.00,10977514000000.00,11510670000000.00,12274928000000.00,13093726000000.00,13855888000000.00,14477635000000.00,14718582000000.00,14418739000000.00,14964372000000.00,15517926000000.00,16155255000000.00,16691517000000.00,17427609000000.00,18120714000000.00,18624475000000.00,19390604000000.00,
St. Vincent and the Grenadines,VCT,13066557.78,13999883.33,14524878.96,13708219.1,14758210.35,15108207.43,16099865.83,15835177.93,15350000,16650000,18450000,20051648.18,27585488.99,30165373.62,32924215.86,33237164.72,32792480.97,49353161.85,60844771.48,71096359.63,82340339.63,102086539.26,113759203.33,122255349.63,135024987.78,145641705.19,160846656.67,175580647.41,200726712.59,214745002.22,240365262.59,254829629.63,277954111.11,286307814.81,289438481.48,316008481.48,331489703.7,347770000,373619851.85,390719148.15,396261370.37,430039296.3,461883444.44,481806296.3,521975111.11,550728666.67,610930037.04,684446259.26,695428851.85,674922481.48,681225962.96,676129407.41,692933740.74,721208998.23,727714407.11,755458031.42,770762204.08,785222509.14,
South Africa,ZAF,7575248495.03,7972840543.19,8497830043.4,9423211535.77,10373792524.15,11334173316.53,12354752904.94,13777124457.51,14894302113.96,16780064398.71,18418031639.37,20334172259.51,21358137114.61,29293948126.8,36806475349.52,38114942528.74,36601885924.56,40649724011.04,46737580496.78,57647268408.55,82984078068.82,89629496832.8,82696902010.29,88786580362.84,87880468268.64,69208451592.56,82107924006.17,107414974090.18,118331510445.15,128902675070.72,115553279480.54,123943432441.24,134545231416.55,134309759157.82,139752450152.08,155460285076.23,147607982694.86,152586154513.89,137774361015.14,136631966609.38,136361854808.5,121600818309.68,115748110112.68,175256916996.05,228937347865.86,257671413750.83,271638484826.11,299415505152.3,286769839732.73,295936485832.64,375349442837.19,416418874939.23,396327875201.3,366643223164,350636208163.77,317536830640.62,295746599722.07,348871647959.64,
Zambia,ZMB,713000000,696285714.29,693142857.14,718714285.71,839428571.43,1082857142.86,1264285714.29,1368000000,1605857142.86,1965714285.71,1825285714.29,1687000000,1910714285.71,2268714285.71,3121833333.33,2618666666.67,2746714285.71,2483000000,2813375000,3325500000,3829500000,3872666666.67,3994777777.78,3216307692.31,2739444444.44,2281258064.52,1661948717.95,2269894736.84,3713614457.83,3998637681.16,3285217391.3,3378882352.94,3181921787.71,3273237853.36,3656647744.25,3807067121.86,3597220962,4303281932.29,3537683046.02,3404311976.55,3600683039.73,4094480988.12,4193845678.17,4901839731.27,6221077674.78,8331870169.15,12756858899.28,14056957976.26,17910858637.9,15328342303.96,20265556273.58,23460098339.75,25503370699.2,28045460442.19,27150630607.2,21154394545.9,20954754378.14,25868142073.45,
Zimbabwe,ZWE,1052990400,1096646600,1117601600,1159511700,1217138000,1311435800,1281749500,1397002000,1479599900,1747998800,1884206300,2178716300,2677729400,3309353600,3982161400,4371300700,4318372000,4364382100,4351600500,5177459400,6678868200,8011373800,8539700700,7764067000,6352125900,5637259300,6217523700,6741215100,7814784100,8286322700,8783816700,8641481700,6751472200,6563813300,6890675000,7111270700,8553146600,8529571600,6401968200,6858013100,6689957600,6777384700,6342116400,5727591800,5805598400,5755215200,5443896500,5291950100,4415702800,9665793300,12041655200,14101920300,17114849900,19091020000,19495519600,19963120600,20548678100,22040902300,